g1.gid,g2.gid,ged,hungarian,vj,beam5,beam10
587,721,26,26,26,26,26
587,1056,35,55,43,35,35
587,1388,45,59,59,45,45
587,72,85,93,87,85,85
587,683,20,26,26,20,20
587,1145,59,61,59,63,63
587,1400,90,118,114,90,90
587,408,137,185,173,137,137
587,1344,44,60,64,44,44
587,333,35,57,55,35,35
587,196,47,87,83,47,47
587,982,135,181,181,135,135
587,433,69,101,113,69,69
587,1181,124,124,124,190,190
587,25,30,50,36,30,30
587,391,49,55,49,61,61
587,1166,144,144,144,210,210
587,1083,46,46,54,54,60
587,953,32,62,54,32,32
587,1068,95,95,95,153,153
587,882,105,105,105,171,171
587,15,21,37,41,21,21
587,1015,62,62,68,66,74
587,138,32,50,48,32,32
587,508,462,462,462,528,528
587,322,28,28,30,28,28
587,441,29,45,49,29,29
587,1230,85,131,131,85,85
587,48,107,115,119,107,107
587,128,17,33,25,25,17
587,43,187,187,187,253,253
587,75,178,210,220,178,178
587,858,52,80,66,54,52
587,1319,169,169,189,171,171
587,680,72,72,72,120,120
587,240,100,100,106,138,126
587,364,95,95,95,153,153
587,375,18,40,42,20,18
587,282,144,144,144,210,210
587,1043,124,124,124,190,190
587,626,43,87,85,43,43
587,1387,94,144,134,94,94
587,1190,105,105,105,171,171
587,588,13,29,43,13,13
587,894,43,43,43,57,53
587,164,23,43,43,23,23
587,315,144,144,144,210,210
587,639,34,56,64,34,34
587,1059,57,61,59,67,57
587,1426,94,114,118,94,94
587,1283,99,99,115,113,113
587,226,187,187,187,253,253
587,368,140,140,158,156,156
587,554,47,51,53,47,47
587,730,30,66,48,30,30
587,344,95,95,95,153,153
587,460,117,157,151,121,117
587,568,25,53,47,25,49
587,633,135,139,135,175,175
587,1144,63,63,73,67,67
587,728,29,49,49,29,39
587,35,27,27,27,35,35
587,1357,56,84,82,60,56
587,145,26,38,38,26,26
587,1141,64,64,80,112,112
587,455,21,47,65,21,35
587,1430,54,54,54,82,82
587,932,20,32,34,20,20
587,332,89,95,95,97,89
587,179,52,54,56,52,68
587,617,65,67,73,65,65
587,900,399,399,399,465,465
587,98,72,72,72,120,120
587,1349,90,92,90,106,106
587,1138,26,26,32,40,40
587,1048,321,323,331,321,321
587,28,72,72,72,120,120
587,889,72,72,72,120,120
587,1294,95,95,95,153,153
587,1074,121,125,127,121,121
587,436,30,68,70,30,30
587,994,462,462,462,528,528
587,716,492,538,532,492,492
587,806,399,399,399,465,465
587,1499,144,144,144,210,210
587,317,126,168,174,126,126
587,1346,370,388,386,370,370
587,172,42,42,54,46,46
587,397,675,675,675,741,741
587,192,77,111,111,77,77
587,829,105,105,105,171,171
587,40,8,20,30,8,8
587,178,18,24,32,18,18
587,887,897,941,955,899,897
587,81,75,75,79,77,77
587,336,226,226,246,228,228
587,971,462,462,462,528,528
587,158,38,82,80,38,38
587,264,675,675,675,741,741
587,27,675,675,675,741,741
587,76,107,107,113,113,113
587,225,48,68,58,48,48
587,837,23,45,41,23,23
587,153,44,60,60,62,44
587,1225,25,53,53,25,25
587,279,75,75,81,91,91
587,11,20,32,34,32,20
587,681,298,308,306,298,298
587,576,399,399,399,465,465
587,517,26,26,26,26,26
587,302,58,66,70,60,58
587,1165,18,18,26,24,20
587,1248,105,105,105,171,171
587,635,462,462,462,528,528
587,1183,258,320,334,258,258
587,91,69,81,81,69,69
587,1146,124,124,124,190,190
587,1497,48,74,70,48,64
587,916,66,92,96,66,66
587,722,24,48,48,24,24
587,880,105,105,105,171,171
587,682,20,48,44,20,20
587,260,15,25,35,15,15
587,278,109,157,159,109,109
587,1389,48,48,50,74,74
587,117,41,71,55,41,41
587,61,54,62,66,54,54
587,793,18,48,34,18,18
587,709,462,462,462,528,528
587,587,0,0,16,0,0
587,51,64,72,68,64,64
587,1290,101,153,139,101,101
587,432,38,68,66,38,38
587,961,36,40,36,48,48
587,294,12,20,16,12,12
587,111,65,101,101,65,65
587,55,56,96,94,58,56
587,1113,95,95,95,153,153
587,685,600,606,612,600,600
587,348,25,29,29,29,25
587,21,69,101,95,69,69
587,53,140,182,188,140,140
587,842,35,47,53,35,35
587,60,139,175,175,145,139
587,340,675,675,675,741,741
587,371,17,19,27,17,17
587,1363,20,44,44,20,20
587,1258,370,388,386,370,370
587,257,144,144,144,210,210
587,119,205,209,209,209,205
587,1123,124,124,124,190,190
587,693,157,157,179,175,175
587,1281,157,157,163,173,173
587,723,31,57,63,31,31
587,579,26,28,28,26,26
587,946,873,889,891,873,873
587,37,52,52,52,68,64
587,469,173,175,179,173,173
587,1327,44,48,46,44,44
587,367,31,39,39,31,31
587,292,187,187,187,253,253
587,745,95,95,95,153,153
587,753,43,73,73,43,43
587,1061,209,261,247,209,209
587,924,462,462,462,528,528
587,181,39,55,51,39,43
587,173,218,240,222,218,218
587,613,50,92,90,50,50
587,1427,64,108,114,64,64
587,1464,105,105,117,113,113
587,1340,56,70,68,56,56
587,661,29,71,69,29,29
587,748,111,145,149,111,111
587,198,38,64,64,38,38
587,227,42,42,54,46,46
587,537,298,308,306,298,298
587,290,25,61,51,25,25
587,69,52,90,94,52,52
587,654,1006,1030,1032,1006,1006
587,429,88,88,90,134,134
587,951,31,57,45,31,31
587,1375,114,174,174,118,114
587,464,48,52,56,48,48
587,453,121,127,125,121,121
587,610,14,46,48,14,14
587,1139,50,60,50,70,66
587,1080,76,90,90,76,76
587,165,35,43,43,35,35
587,13,25,55,61,25,25
587,775,399,399,399,465,465
587,1331,35,35,45,39,35
587,26,675,675,675,741,741
587,356,150,202,202,160,150
587,414,37,77,77,37,37
587,330,105,143,153,105,105
587,65,65,107,107,65,65
587,905,546,556,564,546,546
587,241,292,362,362,292,304
587,958,31,69,61,31,31
587,470,728,734,728,740,740
587,1370,105,105,105,171,171
587,815,72,72,72,120,120
587,1209,308,346,342,308,308
587,592,87,141,135,87,87
587,68,164,164,178,174,174
587,1086,56,56,58,58,58
587,1472,91,139,143,91,91
587,1237,46,46,54,82,82
587,571,26,30,30,26,32
587,1079,55,57,67,55,55
587,506,36,36,46,40,46
587,651,25,61,59,25,25
587,97,29,35,33,29,37
587,886,29,65,57,29,29
587,239,174,220,220,174,174
587,662,41,41,43,57,53
587,1358,144,144,144,210,210
587,744,105,105,105,171,171
587,1208,56,80,82,60,56
587,774,31,41,43,31,31
587,1096,43,87,83,43,43
587,699,95,95,95,153,153
587,1383,144,144,144,210,210
587,1288,37,57,55,37,47
587,527,462,462,462,528,528
587,94,675,675,675,741,741
587,144,36,56,56,36,36
587,271,89,139,125,89,99
587,477,29,35,35,29,29
587,493,28,42,48,38,28
587,268,200,216,238,200,200
587,1272,95,95,95,153,153
587,186,83,113,107,91,83
587,735,873,889,885,873,873
587,382,24,24,34,32,32
587,341,144,144,144,210,210
587,762,23,35,39,23,23
587,1473,19,41,41,19,19
587,629,14,20,32,14,14
587,1278,18,26,18,22,22
587,187,36,56,56,36,36
587,703,27,39,43,27,27
587,442,724,728,724,744,744
587,36,41,67,61,41,41
587,1037,342,402,394,342,342
587,743,399,399,399,465,465
587,1022,217,223,217,253,253
587,485,13,33,45,13,13
587,232,128,150,158,128,128
587,1193,95,95,95,153,153
587,707,95,95,95,153,153
587,236,41,43,41,47,47
587,416,28,28,28,32,32
587,664,60,100,100,60,60
587,287,35,53,55,35,35
587,1465,54,62,66,54,54
587,342,144,144,144,210,210
587,370,7,19,21,7,7
587,963,105,105,105,171,171
587,1372,370,396,390,370,370
587,738,37,45,43,37,37
587,509,462,462,462,528,528
587,80,30,52,44,30,30
587,266,43,43,43,57,53
587,274,32,66,62,32,32
587,468,88,90,88,94,94
587,67,28,36,38,28,28
587,115,31,43,47,31,31
587,671,9,29,13,9,9
587,1111,95,95,95,153,153
587,131,75,75,81,91,91
587,746,26,34,32,26,26
587,1224,759,823,829,759,759
587,1038,539,593,605,543,539
587,577,462,462,462,528,528
587,599,412,412,414,470,470
587,84,69,101,113,69,69
587,9,25,61,71,25,25
587,269,47,67,61,57,47
587,228,19,41,45,19,19
587,328,24,50,52,24,24
587,550,67,71,67,79,69
587,561,72,72,72,120,120
587,1484,64,64,80,112,112
587,1001,274,322,312,274,274
587,660,22,28,34,22,22
587,1218,54,54,54,82,82
587,990,82,122,126,82,82
587,679,430,430,430,496,496
587,1276,105,105,105,171,171
587,1456,73,113,113,73,73
587,38,77,121,127,77,77
587,1309,39,47,47,39,39
587,163,52,68,68,52,52
587,193,119,147,151,119,119
587,1350,105,105,105,171,171
587,199,114,166,160,114,114
587,1246,144,144,144,210,210
587,937,95,95,95,153,153
587,402,13,49,47,13,13
588,956,138,138,142,156,172
588,1013,100,100,100,146,146
588,1109,147,147,147,203,203
588,272,95,133,135,95,95
588,1420,184,184,194,206,206
588,1249,336,338,336,340,340
588,899,85,85,87,113,113
588,1361,20,46,46,20,20
588,162,89,129,125,89,89
588,643,22,48,48,22,34
588,920,882,882,884,884,884
588,991,638,688,680,638,638
588,942,56,58,56,66,66
588,78,18,38,52,18,26
588,327,27,49,29,31,27
588,1492,59,101,101,61,59
588,1313,600,660,658,600,600
588,54,55,65,57,55,55
588,1413,30,56,56,30,44
588,717,89,89,89,95,95
588,1066,37,77,81,37,37
588,563,108,108,108,164,164
588,169,179,179,189,197,197
588,1202,100,100,100,146,146
588,62,24,48,50,24,24
588,1178,199,207,219,199,199
588,666,1493,1547,1559,1493,1493
588,686,21,49,49,21,21
588,904,25,47,49,25,33
588,1042,70,72,70,80,80
588,1345,127,127,127,183,183
588,1131,147,147,147,203,203
588,855,85,85,87,113,113
588,243,38,84,76,38,38
588,1227,136,180,176,136,136
588,630,26,52,58,26,26
588,1180,35,61,61,35,35
588,742,73,121,125,73,73
588,1321,68,110,100,68,68
588,1207,28,40,36,40,28
588,378,205,265,263,205,205
588,298,215,259,259,215,215
588,1148,64,108,114,64,64
588,170,147,195,201,147,147
588,137,53,85,85,63,53
588,827,882,882,884,884,884
588,1439,191,245,239,191,195
588,1270,151,201,201,151,151
588,535,13,49,39,13,13
588,943,108,108,108,164,164
588,286,24,50,50,24,24
588,1149,95,141,131,95,95
588,1002,38,62,62,38,38
588,149,39,59,59,39,39
588,941,389,447,447,389,389
588,1039,65,79,65,85,85
588,939,18,44,50,18,42
588,1108,36,64,62,50,36
588,710,100,100,100,146,146
588,415,78,118,114,86,78
588,673,41,47,47,41,41
588,258,46,68,58,46,54
588,1269,416,470,468,416,416
588,497,76,96,108,104,76
588,1017,147,147,147,203,203
588,189,190,190,190,246,246
588,860,108,108,108,164,164
588,609,24,60,64,24,24
588,159,138,182,166,138,162
588,603,433,433,433,489,489
588,281,147,147,147,203,203
588,862,43,75,81,43,43
588,893,34,66,50,38,34
588,109,66,68,66,76,76
588,1161,147,147,147,203,203
588,112,68,110,110,68,68
588,358,29,61,53,33,29
588,874,638,646,658,638,638
588,256,108,108,108,124,124
588,339,23,55,47,23,23
588,45,19,31,27,19,19
588,721,25,55,57,25,25
588,1056,46,54,60,46,46
588,1388,56,66,64,56,56
588,72,88,88,90,96,96
588,683,33,43,51,33,33
588,1145,70,70,70,72,72
588,1400,79,123,119,79,79
588,408,138,182,166,138,162
588,1344,47,65,47,55,55
588,333,36,80,74,36,36
588,196,58,80,82,58,58
588,982,136,188,184,136,136
588,433,70,112,108,70,70
588,1181,127,127,127,183,183
588,25,17,51,47,17,17
588,391,48,64,64,48,48
588,1166,147,147,147,203,203
588,1083,63,67,63,65,65
588,953,55,69,67,55,55
588,1068,100,100,100,146,146
588,882,108,108,108,164,164
588,15,20,54,48,24,20
588,1015,65,71,65,81,75
588,138,25,59,63,25,25
588,508,465,465,465,521,521
588,322,25,43,37,25,25
588,441,26,52,52,26,26
588,1230,86,130,126,86,86
588,48,108,108,116,112,112
588,128,4,46,42,12,4
588,43,190,190,190,246,246
588,75,179,219,221,179,179
588,858,47,95,95,47,47
588,1319,154,162,180,154,182
588,680,85,85,87,113,113
588,240,103,103,109,137,137
588,364,100,100,100,146,146
588,375,17,45,45,17,17
588,282,147,147,147,203,203
588,1043,127,127,127,183,183
588,626,44,82,86,44,44
588,1387,95,141,131,95,95
588,1190,108,108,108,164,164
588,588,0,0,30,0,0
588,894,40,64,64,40,50
588,164,20,48,42,20,20
588,315,147,147,147,203,203
588,639,35,77,83,35,35
588,1059,68,68,70,68,68
588,1426,85,127,121,85,85
588,1283,86,92,100,86,124
588,226,190,190,190,246,246
588,368,149,159,149,167,167
588,554,48,54,52,48,48
588,730,41,67,61,41,41
588,344,100,100,100,146,146
588,460,118,158,158,118,118
588,568,34,50,56,36,34
588,633,140,140,144,172,172
588,1144,68,68,74,78,78
588,728,32,72,72,32,32
588,35,36,40,36,40,40
588,1357,67,79,71,67,67
588,145,13,47,51,13,13
588,1141,79,79,87,111,111
588,455,22,66,64,22,22
588,1430,55,55,63,63,79
588,932,11,31,43,11,11
588,332,86,104,94,86,88
588,179,61,65,71,61,61
588,617,66,66,70,76,76
588,900,402,402,402,458,458
588,98,85,85,87,113,113
588,1349,95,103,95,117,105
588,1138,43,43,43,49,49
588,1048,322,322,332,332,332
588,28,85,85,87,113,113
588,889,85,85,87,113,113
588,1294,100,100,100,146,146
588,1074,126,126,126,132,132
588,436,31,69,67,31,31
588,994,465,465,465,521,521
588,716,493,553,547,493,493
588,806,402,402,402,458,458
588,1499,147,147,147,203,203
588,317,127,163,163,127,127
588,1346,363,377,397,363,363
588,172,43,55,53,43,43
588,397,678,678,678,734,734
588,192,78,122,132,78,78
588,829,108,108,108,164,164
588,40,5,25,27,5,5
588,178,5,31,23,5,5
588,887,898,942,938,898,898
588,81,70,70,82,88,88
588,336,229,229,233,239,239
588,971,465,465,465,521,521
588,158,39,83,85,39,39
588,264,678,678,678,734,734
588,27,678,678,678,734,734
588,76,100,100,112,124,124
588,225,41,59,65,41,41
588,837,20,44,48,20,20
588,153,55,61,57,55,55
588,1225,22,64,56,22,22
588,279,72,72,80,92,92
588,11,41,53,47,41,41
588,681,307,309,307,309,309
588,576,402,402,402,458,458
588,517,25,47,55,25,33
588,302,67,67,71,69,69
588,1165,33,45,51,33,33
588,1248,108,108,108,164,164
588,635,465,465,465,521,521
588,1183,259,319,329,259,259
588,91,74,96,94,74,74
588,1146,127,127,127,183,183
588,1497,55,79,73,55,55
588,916,67,117,117,67,67
588,722,27,49,51,27,27
588,880,108,108,108,164,164
588,682,17,49,51,17,17
588,260,22,22,22,24,24
588,278,110,156,158,110,110
588,1389,67,67,67,83,81
588,117,38,62,60,38,38
588,61,65,67,67,65,65
588,793,9,37,37,9,9
588,709,465,465,465,521,521
588,587,13,37,29,13,13
588,51,67,69,75,81,67
588,1290,102,152,144,102,102
588,432,29,67,67,29,29
588,961,39,45,47,39,41
588,294,23,45,45,23,23
588,111,66,108,104,66,66
588,55,53,95,101,53,53
588,1113,100,100,100,146,146
588,685,605,611,613,605,605
588,348,44,50,50,44,44
588,21,80,110,106,98,80
588,53,141,187,187,141,141
588,842,42,42,58,46,46
588,60,146,188,190,146,146
588,340,678,678,678,734,734
588,371,18,48,52,18,18
588,1363,17,51,53,17,17
588,1258,363,377,397,363,363
588,257,147,147,147,203,203
588,119,190,190,194,212,212
588,1123,127,127,127,183,183
588,693,158,158,172,186,186
588,1281,142,142,168,170,168
588,723,42,68,74,42,42
588,579,35,35,35,37,35
588,946,882,882,888,884,884
588,37,51,65,59,51,61
588,469,168,170,168,184,184
588,1327,47,65,61,47,47
588,367,32,52,46,32,32
588,292,190,190,190,246,246
588,745,100,100,100,146,146
588,753,42,84,84,42,42
588,1061,210,256,258,210,210
588,924,465,465,465,521,521
588,181,26,56,60,26,26
588,173,225,239,225,229,229
588,613,51,93,89,51,51
588,1427,65,105,109,65,65
588,1464,108,108,114,124,124
588,1340,59,71,73,59,59
588,661,30,80,74,30,30
588,748,112,140,156,112,112
588,198,31,59,71,31,51
588,227,43,55,53,43,43
588,537,307,309,307,309,309
588,290,12,58,52,12,12
588,69,53,99,99,53,53
588,654,1007,1015,1031,1007,1007
588,429,87,91,87,127,127
588,951,32,62,60,32,32
588,1375,115,177,167,119,115
588,464,55,59,55,57,57
588,453,112,112,128,132,132
588,610,15,57,55,15,25
588,1139,49,55,67,49,63
588,1080,87,97,91,87,87
588,165,22,62,66,50,22
588,13,20,60,50,20,20
588,775,402,402,402,458,458
588,1331,22,56,58,22,22
588,26,678,678,678,734,734
588,356,153,197,203,153,153
588,414,38,82,80,38,38
588,330,106,152,148,106,106
588,65,68,112,116,68,68
588,905,553,563,553,557,557
588,241,295,357,355,295,295
588,958,28,64,66,28,28
588,470,723,731,729,723,751
588,1370,108,108,108,164,164
588,815,85,85,87,113,113
588,1209,313,349,337,313,313
588,592,88,136,140,88,88
588,68,169,169,177,185,185
588,1086,53,53,61,61,61
588,1472,92,138,138,92,92
588,1237,59,59,63,79,79
588,571,35,39,39,37,35
588,1079,70,70,72,74,74
588,506,45,59,55,45,45
588,651,36,58,64,36,36
588,97,30,54,48,30,30
588,886,16,54,60,16,16
588,239,175,227,227,175,175
588,662,50,58,62,50,50
588,1358,147,147,147,203,203
588,744,108,108,108,164,164
588,1208,67,79,75,67,67
588,774,20,48,40,20,20
588,1096,54,82,86,54,54
588,699,100,100,100,146,146
588,1383,147,147,147,203,203
588,1288,56,62,60,56,56
588,527,465,465,465,521,521
588,94,678,678,678,734,734
588,144,51,51,61,55,55
588,271,90,138,124,90,90
588,477,16,56,56,16,16
588,493,29,75,75,29,29
588,268,201,225,243,201,201
588,1272,100,100,100,146,146
588,186,110,118,110,112,112
588,735,882,882,884,884,884
588,382,41,51,45,41,41
588,341,147,147,147,203,203
588,762,26,56,48,26,26
588,1473,26,50,54,26,30
588,629,5,27,27,5,5
588,1278,33,55,49,33,33
588,187,47,59,55,47,47
588,703,30,54,48,30,30
588,442,715,715,725,727,737
588,36,42,74,68,42,42
588,1037,345,391,391,345,345
588,743,402,402,402,458,458
588,1022,214,214,216,232,246
588,485,0,24,30,0,0
588,232,135,145,151,135,135
588,1193,100,100,100,146,146
588,707,100,100,100,146,146
588,236,44,58,58,54,44
588,416,41,53,49,41,41
588,664,61,97,103,61,61
588,287,46,54,62,46,46
588,1465,57,57,67,65,65
588,342,147,147,147,203,203
588,370,18,30,46,18,18
588,963,108,108,108,164,164
588,1372,363,397,403,363,363
588,738,24,50,50,24,38
588,509,465,465,465,521,521
588,80,19,41,39,19,19
588,266,40,64,62,40,50
588,274,41,71,67,41,41
588,468,87,93,87,105,105
588,67,17,43,41,31,17
588,115,22,46,46,26,22
588,671,18,40,48,18,18
588,1111,100,100,100,146,146
588,131,72,72,80,92,92
588,746,23,55,53,23,23
588,1224,760,812,832,760,760
588,1038,536,592,602,536,536
588,577,465,465,465,521,521
588,599,411,411,411,455,471
588,84,70,112,108,70,70
588,9,26,62,64,26,26
588,269,54,96,94,54,54
588,228,16,42,40,16,16
588,328,25,47,57,25,25
588,550,64,64,68,80,80
588,561,85,85,87,113,113
588,1484,79,79,87,111,111
588,1001,275,319,325,275,275
588,660,13,33,33,13,13
588,1218,63,63,63,79,79
588,990,83,127,133,83,83
588,679,433,433,433,489,489
588,1276,108,108,108,164,164
588,1456,74,112,112,74,74
588,38,78,124,122,78,78
588,1309,46,46,48,48,48
588,163,53,65,69,53,53
588,193,124,158,154,124,124
588,1350,108,108,108,164,164
588,199,115,169,167,115,115
588,1246,147,147,147,203,203
588,937,100,100,100,146,146
588,402,26,48,48,40,26
592,1013,184,190,184,254,254
592,899,163,171,163,221,221
592,1361,120,140,140,120,120
592,643,112,144,136,112,112
592,942,140,150,140,144,156
592,78,118,142,140,118,118
592,327,115,141,137,115,115
592,54,125,153,151,125,125
592,1413,120,128,140,120,120
592,563,196,198,196,272,272
592,1202,184,190,184,254,254
592,62,116,138,138,116,116
592,686,115,137,137,115,115
592,904,109,135,143,109,109
592,1042,160,164,160,166,166
592,1345,203,209,203,291,291
592,855,163,171,163,221,221
592,1180,127,141,141,127,127
592,1207,126,144,140,126,126
592,535,105,135,137,105,105
592,943,196,198,196,272,272
592,286,108,132,136,126,108
592,149,133,135,139,133,133
592,939,132,132,140,142,136
592,1108,134,152,146,156,134
592,710,184,190,184,254,254
592,673,105,135,143,105,105
592,258,120,146,150,120,130
592,860,196,198,196,272,272
592,109,114,158,152,114,114
592,358,127,139,145,127,127
592,339,105,143,137,105,105
592,45,103,135,135,103,103
592,721,111,145,139,115,111
592,1056,126,146,144,126,126
592,1388,126,142,140,126,126
592,683,113,139,139,115,113
592,1145,152,152,154,162,162
592,1344,125,147,149,125,125
592,1181,203,209,203,291,291
592,391,130,146,146,146,130
592,1083,145,147,145,149,149
592,953,119,139,141,127,119
592,1068,184,190,184,254,254
592,882,196,198,196,272,272
592,15,114,138,146,114,114
592,1015,153,155,153,153,163
592,322,129,143,145,141,129
592,441,112,146,140,112,112
592,128,104,136,138,104,104
592,680,163,171,163,221,221
592,364,184,190,184,254,254
592,375,107,141,141,107,107
592,1043,203,209,203,291,291
592,1190,196,198,196,272,272
592,588,106,136,140,106,106
592,894,146,146,146,148,148
592,164,116,144,140,116,116
592,1059,114,154,152,114,114
592,554,116,146,146,116,116
592,730,105,129,145,105,119
592,344,184,190,184,254,254
592,568,124,148,142,124,124
592,1144,136,150,160,136,136
592,35,126,144,140,126,126
592,1357,137,155,159,173,137
592,145,107,139,143,107,107
592,1141,159,163,159,181,211
592,1430,141,151,141,173,173
592,932,105,139,141,105,105
592,179,139,149,139,153,153
592,617,122,162,154,122,122
592,98,163,171,163,221,221
592,1349,171,181,171,219,199
592,1138,135,143,139,135,135
592,28,163,171,163,221,221
592,889,163,171,163,221,221
592,1294,184,190,184,254,254
592,172,129,147,147,129,129
592,829,196,198,196,272,272
592,40,103,137,139,105,103
592,178,103,135,139,103,103
592,81,134,162,162,134,134
592,225,113,153,149,147,113
592,837,116,142,142,116,116
592,153,145,147,145,153,153
592,279,170,170,170,182,182
592,11,109,139,139,111,109
592,517,111,141,135,111,111
592,302,139,153,151,139,139
592,1165,113,141,141,113,113
592,1248,196,198,196,272,272
592,1146,203,209,203,291,291
592,722,113,145,137,113,113
592,880,196,198,196,272,272
592,682,95,139,141,95,95
592,260,122,132,132,122,122
592,1389,147,149,147,165,165
592,61,123,155,151,123,123
592,587,103,141,135,111,103
592,51,145,163,155,145,145
592,961,117,149,145,139,117
592,294,105,137,129,105,105
592,1113,184,190,184,254,254
592,348,110,138,142,110,110
592,842,126,146,142,126,126
592,371,116,144,136,116,116
592,1363,119,143,143,119,119
592,1123,203,209,203,291,291
592,579,113,143,139,113,113
592,37,143,149,143,157,157
592,1327,145,147,147,145,145
592,745,184,190,184,254,254
592,181,114,146,146,114,136
592,227,129,147,147,129,129
592,429,169,177,169,225,225
592,464,135,141,135,137,137
592,1139,145,147,145,157,157
592,165,100,140,142,100,100
592,1331,106,142,140,130,106
592,1370,196,198,196,272,272
592,815,163,171,163,221,221
592,1086,135,147,145,135,135
592,1237,141,151,141,173,173
592,571,113,141,139,113,125
592,1079,144,146,146,144,144
592,506,107,145,141,109,107
592,651,120,136,138,120,120
592,97,128,144,142,128,128
592,662,116,146,146,116,116
592,744,196,198,196,272,272
592,1208,155,155,157,163,163
592,774,122,140,144,124,122
592,699,184,190,184,254,254
592,1288,116,148,142,116,116
592,144,117,145,141,117,117
592,477,104,142,142,132,104
592,1272,184,190,184,254,254
592,382,111,139,139,121,111
592,762,110,146,140,110,110
592,1473,128,140,140,128,128
592,629,107,137,139,113,107
592,1278,109,141,143,109,109
592,187,117,147,143,117,117
592,703,122,136,138,122,122
592,485,100,142,140,100,100
592,1193,184,190,184,254,254
592,707,184,190,184,254,254
592,236,138,150,138,148,148
592,416,111,143,139,111,111
592,287,126,146,144,126,126
592,1465,123,155,155,145,123
592,370,102,138,132,102,102
592,963,196,198,196,272,272
592,738,110,134,140,110,110
592,80,115,137,139,127,115
592,266,116,146,146,148,116
592,67,107,133,139,107,107
592,115,114,140,144,114,114
592,1111,184,190,184,254,254
592,131,170,170,170,182,182
592,746,105,145,137,105,105
592,228,108,130,130,108,110
592,550,126,162,160,176,126
592,561,163,171,163,221,221
592,1484,159,163,159,181,211
592,660,113,141,143,113,113
592,1218,141,151,141,159,173
592,1276,196,198,196,272,272
592,1309,118,140,138,118,118
592,163,135,151,149,147,135
592,1350,196,198,196,272,272
592,937,184,190,184,254,254
592,402,112,138,132,112,112
592,956,192,196,192,266,266
592,1109,213,221,213,311,311
592,272,95,147,163,117,95
592,1420,216,228,216,260,260
592,1249,322,322,324,426,426
592,162,105,151,151,113,105
592,920,812,812,818,930,930
592,991,640,640,642,694,694
592,1492,135,149,157,135,137
592,1313,594,644,654,594,594
592,717,141,169,163,141,141
592,1066,93,147,141,121,93
592,169,205,205,205,243,243
592,1178,225,225,225,311,259
592,666,1499,1529,1549,1513,1499
592,1131,213,221,213,311,311
592,243,88,142,142,126,88
592,1227,80,144,168,80,80
592,630,120,140,132,120,120
592,742,53,123,117,105,53
592,1321,130,160,164,130,130
592,378,193,217,233,193,193
592,298,221,221,257,245,245
592,1148,84,132,136,88,84
592,170,79,183,193,87,79
592,137,127,151,149,127,127
592,827,812,812,818,930,930
592,1439,219,219,229,267,267
592,1270,91,191,189,105,91
592,1149,143,169,169,143,143
592,1002,124,138,140,124,132
592,941,393,393,407,445,445
592,1039,135,135,143,181,181
592,415,62,118,124,68,62
592,1269,396,438,438,396,400
592,497,150,150,156,192,164
592,1017,213,221,213,311,311
592,189,238,246,238,354,354
592,609,88,134,134,88,88
592,159,190,200,200,238,190
592,603,405,405,405,597,597
592,281,213,221,213,311,311
592,862,83,123,127,95,83
592,893,122,140,148,122,122
592,1161,213,221,213,311,311
592,112,30,128,132,30,30
592,874,582,582,582,694,694
592,256,162,170,162,194,194
592,72,142,170,164,142,142
592,1400,111,161,155,111,111
592,408,190,200,200,238,190
592,333,70,130,124,70,74
592,196,130,144,156,130,130
592,982,104,176,180,104,104
592,433,132,170,162,132,132
592,25,89,133,133,89,89
592,1166,213,221,213,311,311
592,138,93,131,131,93,93
592,508,429,429,431,629,629
592,1230,124,156,160,142,124
592,48,170,170,174,218,182
592,43,238,246,238,354,354
592,75,197,203,207,197,197
592,858,95,139,141,95,95
592,1319,210,212,210,262,228
592,240,183,185,183,201,217
592,282,213,221,213,311,311
592,626,82,140,142,112,82
592,1387,143,169,169,143,143
592,315,213,221,213,311,311
592,639,85,141,129,85,85
592,1426,115,135,139,115,137
592,1283,170,174,184,194,170
592,226,238,246,238,354,354
592,368,203,203,205,213,213
592,460,156,182,180,158,156
592,633,192,196,192,252,266
592,728,92,136,140,92,96
592,455,100,134,136,100,100
592,332,84,112,112,86,84
592,900,380,380,380,566,566
592,1048,312,312,320,378,378
592,1074,178,182,178,178,178
592,436,107,139,133,107,109
592,994,429,429,431,629,629
592,716,473,473,483,523,537
592,806,380,380,380,566,566
592,1499,213,221,213,311,311
592,317,183,183,187,207,207
592,1346,341,341,377,453,453
592,397,590,590,590,842,842
592,192,46,114,114,46,46
592,887,868,868,906,952,952
592,336,227,235,227,285,285
592,971,429,429,431,629,629
592,158,71,131,121,109,71
592,264,590,590,590,842,842
592,27,590,590,590,842,842
592,76,170,170,178,170,170
592,1225,110,128,126,110,110
592,681,291,291,301,355,355
592,576,380,380,380,566,566
592,635,429,429,431,629,629
592,1183,199,283,299,199,199
592,91,120,142,138,120,120
592,1497,119,147,125,137,119
592,916,43,131,125,43,43
592,278,60,144,150,60,60
592,117,60,130,128,60,60
592,793,97,129,135,97,97
592,709,429,429,431,629,629
592,1290,132,162,168,132,132
592,432,63,133,131,101,63
592,111,100,138,138,100,100
592,55,101,141,137,105,101
592,685,539,547,539,657,657
592,21,164,164,164,168,168
592,53,137,185,187,137,137
592,60,160,160,170,166,166
592,340,590,590,590,842,842
592,1258,341,341,377,453,453
