g1.gid,g2.gid,ged,hungarian,vj,beam5
493,22,70,150,152,70
493,86,63,131,125,63
493,41,99,159,167,99
493,174,99,165,167,99
493,308,83,137,147,83
493,118,191,247,249,191
493,578,126,178,180,126
493,287,67,143,147,67
493,514,76,134,140,76
493,223,70,138,140,70
493,305,102,160,170,102
493,598,118,176,174,118
493,284,87,145,147,87
493,182,90,146,144,90
493,168,77,149,147,77
493,544,57,137,143,57
493,143,77,121,113,77
493,113,109,171,171,109
493,533,88,150,142,88
493,14,67,141,137,67
493,540,106,160,162,106
493,286,63,145,149,63
493,93,47,107,111,47
493,276,65,109,111,65
493,126,64,102,94,64
493,243,54,116,112,54
493,102,85,141,145,85
493,459,76,126,120,76
493,547,84,122,144,84
493,414,73,131,127,73
493,177,93,155,153,93
493,62,66,124,130,66
493,227,83,129,127,83
493,226,75,127,129,75
493,444,81,129,131,81
493,282,95,161,161,95
493,553,70,144,154,70
493,574,89,145,149,89
493,306,112,170,184,112
493,516,57,129,135,57
493,193,59,109,119,59
493,492,78,118,138,78
493,495,70,124,140,70
493,195,90,152,162,90
493,530,80,148,148,80
493,327,98,166,170,98
493,595,83,161,151,83
493,390,66,140,126,66
493,146,77,141,145,77
493,103,135,203,201,135
493,46,90,156,164,90
493,355,139,203,205,139
493,493,0,0,118,0
493,234,63,119,121,63
493,430,71,117,117,71
493,293,176,230,236,176
493,98,76,118,118,76
493,404,70,104,108,70
493,91,63,131,133,63
493,439,108,164,166,108
493,13,74,136,126,74
493,310,111,161,169,111
493,599,119,157,165,119
493,275,62,118,120,62
493,379,75,103,113,75
493,169,95,165,155,95
493,569,84,152,148,84
493,89,79,147,149,79
493,392,100,156,156,100
493,203,117,185,173,117
493,30,57,123,127,57
493,542,88,172,150,88
493,204,123,185,187,123
493,222,74,108,110,74
493,325,105,173,171,105
493,269,58,120,118,58
493,228,65,127,121,65
493,271,83,117,117,83
493,63,51,97,115,51
493,333,49,103,113,49
493,21,77,145,153,77
493,171,98,156,164,98
493,560,59,123,131,59
493,108,85,139,133,85
493,523,106,178,186,106
493,443,78,138,124,78
493,496,61,129,141,61
493,231,66,132,122,66
493,99,67,109,111,67
493,418,58,138,136,58
493,517,112,148,162,112
493,290,57,127,131,57
493,424,75,127,121,75
493,494,68,110,108,68
493,272,87,147,149,87
493,303,103,141,139,103
493,178,85,149,147,85
493,534,98,160,160,98
493,307,101,157,167,101
493,247,74,118,122,74
493,90,63,127,125,63
493,23,61,141,135,61
493,200,43,125,121,43
493,571,87,141,153,87
493,485,70,134,134,70
493,591,114,172,162,114
493,92,56,126,136,56
493,17,88,150,146,88
493,16,115,169,177,115
493,242,52,112,116,52
493,541,103,149,161,103
493,37,85,141,141,85
493,461,64,112,130,64
493,412,67,125,125,67
493,10,52,100,112,52
493,434,74,118,134,74
493,357,79,123,113,79
493,299,66,122,132,66
493,512,71,119,121,71
493,503,88,150,154,88
493,597,121,189,191,121
493,68,70,136,126,70
493,573,82,154,158,82
493,185,98,156,168,98
493,427,53,117,129,53
493,47,68,104,112,68
493,277,63,125,109,63
493,585,39,105,127,39
493,274,68,140,136,68
493,85,70,124,120,70
493,499,61,125,143,61
493,148,86,136,140,86
493,191,97,155,165,97
493,559,60,122,124,60
493,371,57,107,111,57
493,117,99,155,155,99
493,139,77,133,135,77
493,366,83,137,139,83
493,563,99,149,145,99
493,278,88,146,156,88
493,187,91,155,159,91
493,532,153,211,215,153
493,173,91,163,171,91
493,465,106,174,170,106
493,580,80,130,128,80
493,198,109,153,147,109
493,72,61,135,133,61
493,158,70,126,128,70
493,189,88,148,152,88
493,20,66,118,132,66
493,94,46,118,110,46
493,196,101,155,153,101
493,8,198,246,250,198
493,522,74,136,132,74
493,33,62,138,140,62
493,551,111,173,171,111
493,484,111,165,167,111
493,378,58,106,108,58
493,593,91,129,143,91
493,268,59,119,119,59
493,413,76,136,136,76
493,52,71,139,139,71
493,539,80,144,154,80
493,380,62,124,118,62
493,535,67,147,141,67
493,320,68,116,112,68
493,583,101,167,161,101
493,498,73,133,135,73
493,36,74,144,152,74
493,95,43,109,117,43
493,179,72,108,122,72
493,285,93,157,155,93
493,596,87,143,155,87
493,409,63,111,117,63
493,250,78,118,128,78
493,183,99,149,157,99
493,326,95,171,167,95
493,346,53,129,125,53
493,400,66,112,118,66
493,543,71,143,137,71
493,104,77,113,117,77
493,48,60,104,112,60
493,32,62,114,136,62
493,511,76,112,120,76
493,209,123,179,175,123
493,197,74,138,136,74
493,491,51,131,133,51
493,312,105,153,167,105
493,49,36,114,116,36
493,181,80,138,144,80
493,497,74,132,140,74
493,600,106,148,148,106
493,592,87,133,133,87
493,457,64,84,102,64
493,527,123,177,183,123
493,575,118,188,186,118
493,71,69,143,137,69
493,224,114,184,182,114
493,18,76,152,144,76
493,194,105,159,165,105
493,552,80,142,146,80
493,472,78,158,148,78
493,233,73,125,129,73
493,504,151,205,211,151
493,408,60,110,106,60
493,45,106,158,168,106
493,294,116,172,176,116
493,87,68,136,130,68
493,235,52,126,126,52
493,27,61,127,139,61
493,192,74,124,118,74
493,349,147,203,205,147
493,246,63,133,135,63
493,134,72,104,112,72
493,502,72,122,126,72
493,407,73,117,111,73
493,97,50,106,120,50
493,296,243,285,289,243
493,557,104,178,172,104
493,218,94,162,156,94
493,500,80,156,156,80
493,88,92,148,148,92
493,199,135,187,193,135
493,501,119,165,161,119
493,411,61,123,127,61
493,283,100,164,154,100
493,221,58,110,128,58
493,288,67,143,147,67
493,121,85,145,139,85
493,521,81,123,133,81
493,273,81,133,145,81
493,147,87,139,135,87
493,382,95,151,167,95
493,73,68,134,146,68
234,25,85,151,145,85
234,438,103,171,171,103
234,252,72,114,112,72
234,24,84,156,152,84
234,267,64,110,116,64
234,315,90,152,156,90
234,350,75,125,125,75
234,15,66,120,118,66
234,348,87,143,151,87
234,67,80,118,116,80
234,415,88,122,124,88
234,442,101,155,155,101
234,167,91,155,155,91
234,395,110,160,168,110
234,365,73,129,143,73
234,317,77,123,117,77
234,302,84,134,146,84
234,149,73,137,147,73
234,377,80,118,110,80
234,253,63,119,129,63
234,537,85,143,149,85
234,81,86,122,130,86
234,266,63,113,109,63
234,279,133,187,187,133
234,558,101,161,165,101
234,105,60,118,130,60
234,300,108,168,172,108
234,176,104,158,170,104
234,406,71,125,115,71
234,109,75,127,127,75
234,230,64,112,122,64
234,554,75,103,117,75
234,401,113,165,171,113
234,43,92,146,162,92
234,388,75,107,119,75
234,489,72,112,112,72
234,184,87,153,151,87
234,347,87,149,143,87
234,301,81,147,161,81
234,536,94,162,158,94
234,589,67,109,109,67
234,564,66,136,140,66
234,107,80,144,130,80
234,289,75,139,141,75
234,509,93,135,149,93
234,292,132,186,174,132
234,513,95,153,157,95
234,526,124,188,194,124
234,428,79,107,109,79
234,295,236,286,286,236
234,545,80,134,142,80
234,116,70,140,134,70
234,291,130,194,182,130
234,490,64,110,120,64
234,448,76,130,136,76
234,84,75,119,131,75
234,1,89,125,139,89
234,245,80,140,136,80
234,594,120,182,188,120
234,519,69,121,123,69
234,112,112,174,172,112
234,101,91,147,155,91
234,316,94,148,158,94
234,381,75,107,113,75
234,538,79,145,147,79
234,313,120,164,166,120
234,31,77,125,139,77
234,215,110,166,170,110
234,531,80,142,146,80
234,44,100,156,160,100
234,452,60,108,108,60
234,524,69,135,139,69
234,123,193,245,237,193
234,304,76,142,148,76
234,520,74,128,124,74
234,241,62,112,108,62
234,270,58,108,112,58
234,180,68,118,118,68
234,74,92,148,158,92
234,42,90,158,162,90
234,309,90,164,158,90
234,26,89,131,141,89
234,570,75,141,155,75
234,297,240,296,296,240
234,572,92,134,154,92
234,546,92,150,142,92
234,22,83,147,153,83
234,86,76,122,136,76
234,41,102,158,164,102
234,174,106,164,164,106
234,308,76,142,148,76
234,118,188,244,244,188
234,578,123,181,189,123
234,287,82,144,150,82
234,514,93,143,133,93
234,223,79,133,133,79
234,305,89,157,159,89
234,598,119,173,167,119
234,284,94,150,148,94
234,182,75,149,153,75
234,168,90,144,144,90
234,544,80,136,144,80
234,143,72,120,122,72
234,113,112,178,172,112
234,533,87,139,145,87
234,14,70,136,136,70
234,540,101,167,165,101
234,286,92,140,136,92
234,93,56,110,106,56
234,276,62,114,116,62
234,126,65,107,99,65
234,243,63,119,115,63
234,102,88,142,146,88
234,459,77,115,133,77
234,547,81,133,151,81
234,414,76,124,134,76
234,177,86,166,160,86
234,62,77,123,131,77
234,227,76,132,136,76
234,226,64,124,130,64
234,444,92,130,128,92
234,282,94,156,162,94
234,553,85,149,147,85
234,574,80,154,154,80
234,306,115,169,181,115
234,516,66,124,118,66
234,193,74,122,108,74
234,492,71,131,123,71
234,495,83,141,135,83
234,195,99,165,159,99
234,530,89,147,149,89
234,327,93,169,171,93
234,595,88,158,148,88
234,390,79,135,143,79
234,146,86,136,146,86
234,103,134,192,194,134
234,46,85,157,165,85
234,355,144,198,198,144
234,493,75,119,121,75
234,234,0,0,110,0
234,430,68,112,122,68
234,293,171,227,229,171
234,98,73,121,117,73
234,404,77,117,117,77
234,91,82,126,138,82
234,439,105,159,157,105
234,13,77,141,139,77
234,310,104,176,178,104
234,599,114,152,164,114
234,275,69,105,125,69
234,379,72,114,114,72
234,169,86,146,150,86
234,569,87,153,153,87
234,89,88,150,158,88
234,392,95,165,157,95
234,203,120,182,176,120
234,30,68,116,118,68
234,542,91,163,169,91
234,204,116,186,186,116
234,222,65,115,117,65
234,325,108,162,174,108
234,269,69,115,111,69
234,228,84,128,130,84
234,271,74,118,122,74
234,63,64,96,118,64
234,333,70,104,104,70
234,21,80,150,148,80
234,171,107,173,167,107
234,560,56,128,128,56
234,108,82,132,142,82
234,523,105,171,183,105
234,443,79,129,145,79
234,496,82,138,132,82
234,231,77,127,127,77
234,99,70,122,116,70
234,418,69,135,139,69
234,517,103,161,165,103
234,290,72,134,134,72
234,424,76,128,134,76
234,494,79,111,115,79
234,272,92,144,142,92
234,303,78,148,138,78
234,178,88,150,148,88
234,534,101,153,165,101
234,307,102,168,160,102
234,247,75,123,127,75
234,90,76,126,122,76
234,23,80,128,136,80
234,200,78,114,126,78
234,571,92,152,158,92
234,485,73,131,127,73
234,591,107,171,171,107
234,92,69,129,131,69
234,17,83,153,155,83
234,16,132,168,178,132
234,242,69,107,111,69
234,541,106,156,144,106
234,37,80,148,140,80
234,461,73,127,123,73
234,412,82,118,124,82
234,10,55,99,109,55
234,434,79,137,131,79
234,357,74,116,122,74
234,299,73,135,139,73
234,512,76,124,122,76
234,503,89,153,153,89
234,597,124,182,188,124
234,68,63,131,133,63
234,573,89,157,157,89
234,185,97,157,151,97
234,427,72,116,118,72
234,47,61,111,121,61
234,277,56,120,128,56
234,585,80,114,130,80
234,274,79,131,131,79
234,85,67,119,121,67
234,499,82,130,140,82
234,148,85,133,135,85
234,191,100,166,166,100
234,559,71,119,131,71
234,371,78,114,106,78
234,117,86,162,156,86
234,139,68,132,122,68
234,366,86,136,144,86
234,563,96,156,146,96
234,278,91,151,149,91
234,187,98,152,156,98
234,532,156,210,220,156
234,173,96,158,168,96
234,465,111,179,165,111
234,580,69,131,137,69
234,198,102,158,166,102
234,72,74,124,136,74
234,158,77,125,131,77
234,189,87,143,149,87
234,20,67,127,125,67
234,94,71,115,121,71
234,196,110,152,160,110
234,8,197,243,249,197
234,522,83,137,139,83
234,33,87,133,135,87
234,551,112,166,170,112
234,484,118,162,166,118
234,378,73,107,117,73
234,593,92,132,140,92
234,268,76,110,124,76
234,413,87,123,131,87
234,52,82,136,142,82
234,539,83,153,155,83
234,380,75,111,121,75
234,535,70,138,132,70
234,320,65,107,117,65
234,583,102,168,166,102
234,498,64,132,138,64
234,36,87,147,141,87
234,95,70,114,124,70
234,179,69,125,123,69
234,285,98,164,160,98
234,596,96,156,164,96
234,409,76,124,118,76
234,250,77,109,127,77
234,183,82,154,152,82
234,326,100,158,162,100
234,346,62,124,120,62
234,400,69,119,107,69
234,543,74,134,146,74
234,104,70,118,108,70
234,48,53,105,105,53
234,32,87,137,139,87
234,511,83,121,117,83
234,209,130,168,182,130
234,197,69,143,139,69
234,491,62,128,134,62
234,312,106,164,158,106
234,49,73,123,117,73
234,181,85,139,135,85
234,497,75,137,141,75
234,600,95,131,141,95
234,592,86,126,130,86
234,457,63,93,101,63
234,527,130,192,186,130
234,575,121,179,185,121
234,71,80,146,148,80
234,224,111,175,183,111
234,18,85,149,143,85
234,194,110,164,170,110
234,552,87,147,151,87
234,472,95,155,159,95
234,233,66,126,136,66
234,504,154,208,198,154
234,408,75,115,123,75
234,45,97,163,167,97
234,294,109,171,173,109
234,87,69,139,135,69
234,235,73,125,123,73
234,27,102,140,132,102
234,192,75,121,113,75
234,349,152,202,208,152
234,246,78,136,148,78
234,134,65,105,113,65
234,502,73,119,131,73
234,407,58,114,118,58
234,97,75,123,109,75
234,296,250,288,288,250
234,557,113,169,175,113
234,218,103,159,163,103
234,500,89,155,161,89
234,88,95,137,149,95
234,199,136,194,196,136
234,501,124,160,170,124
234,411,70,116,132,70
234,283,99,159,167,99
234,221,59,113,117,59
234,288,90,140,142,90
234,121,88,144,134,88
234,521,64,118,126,64
234,273,84,132,142,84
234,147,86,138,142,86
234,382,100,166,154,100
234,73,75,145,143,75
430,25,107,117,135,107
430,438,109,159,159,109
430,252,80,110,96,80
430,24,94,136,140,94
430,267,80,108,108,80
430,315,100,148,140,100
430,350,73,113,117,73
430,15,78,108,106,78
430,348,89,121,125,89
430,67,72,106,104,72
430,415,84,122,124,84
430,442,103,141,145,103
430,167,87,139,141,87
430,395,104,152,156,104
430,365,85,125,121,85
430,317,81,107,105,81
430,302,96,134,134,96
430,149,97,131,133,97
430,377,74,112,116,74
430,253,73,109,113,73
430,537,89,137,141,89
430,81,86,110,108,86
430,266,85,113,107,85
430,279,129,173,173,129
430,558,107,157,155,107
430,105,84,116,108,84
430,300,108,156,148,108
430,176,98,154,154,98
430,406,89,119,101,89
430,109,75,95,115,75
430,230,84,120,106,84
430,554,77,109,113,77
430,401,101,151,151,101
430,43,98,146,152,98
430,388,85,105,101,85
430,489,76,100,108,76
430,184,97,145,139,97
430,347,97,133,133,97
430,301,93,143,145,93
430,536,108,146,136,108
430,589,83,103,95,83
430,564,76,116,118,76
430,107,84,134,126,84
430,289,85,135,123,85
430,509,93,135,139,93
430,292,128,178,168,128
430,513,99,139,147,99
430,526,126,176,186,126
430,428,71,105,99,71
430,295,228,274,270,228
430,545,98,120,126,98
430,116,82,128,122,82
430,291,126,178,182,126
430,490,86,104,108,86
430,448,86,122,120,86
430,84,77,113,119,77
430,1,93,125,127,93
430,245,102,132,134,102
430,594,126,170,172,126
430,519,111,119,119,111
430,112,110,152,160,110
430,101,93,139,145,93
430,316,104,138,144,104
430,381,79,115,113,79
430,538,97,123,133,97
430,313,112,162,158,112
430,31,93,125,121,93
430,215,114,162,164,114
430,531,96,128,134,96
430,44,112,144,148,112
430,452,70,102,98,70
430,524,83,113,127,83
430,123,177,227,229,177
430,304,84,132,124,84
430,520,118,118,124,122
430,241,76,106,116,76
430,270,86,110,108,86
430,180,74,106,108,74
430,74,96,148,142,96
430,42,102,144,152,102
430,309,108,150,146,108
430,26,101,135,141,101
430,570,87,127,131,87
430,297,236,282,284,236
430,572,94,130,132,94
430,546,94,136,132,94
430,22,101,141,145,101
430,86,86,110,108,86
430,41,106,150,156,106
430,174,106,156,154,106
430,308,84,132,124,84
430,118,182,230,234,182
430,578,129,179,177,129
430,287,100,130,128,100
430,514,101,119,127,101
430,223,81,129,121,81
430,305,97,151,147,97
430,598,117,173,165,117
430,284,86,138,130,86
430,182,97,137,133,97
430,168,92,130,128,92
430,544,96,130,118,96
430,143,84,106,102,84
430,113,108,160,162,108
430,533,95,145,141,95
430,14,94,122,120,94
430,540,95,153,153,95
430,286,92,122,132,92
430,93,74,104,110,74
430,276,84,98,106,84
430,126,69,103,101,69
430,243,83,109,105,83
430,102,86,130,132,86
430,459,99,113,121,99
430,547,95,129,129,95
430,414,84,116,118,84
430,177,102,150,148,102
430,62,91,113,121,91
430,227,90,116,122,90
430,226,94,114,120,94
430,444,100,120,122,100
430,282,100,146,138,100
430,553,101,133,137,101
430,574,98,140,138,98
430,306,111,169,171,111
430,516,88,108,122,88
430,193,70,112,114,70
430,492,79,123,119,79
430,495,85,129,125,85
430,195,107,145,151,107
430,530,105,123,131,105
430,327,103,149,149,103
430,595,98,142,144,98
430,390,85,123,131,85
430,146,100,140,128,100
430,103,138,180,188,138
430,46,95,147,147,95
430,355,142,190,186,142
430,493,79,117,117,79
430,234,82,112,122,82
430,430,0,0,102,0
430,293,167,209,221,167
430,98,77,117,103,77
430,404,81,107,107,81
430,91,102,120,118,102
430,439,121,149,145,121
430,13,87,125,129,87
430,310,116,156,162,116
430,599,110,160,158,110
430,275,77,93,105,77
430,379,70,94,96,70
430,169,96,134,150,96
430,569,85,139,135,85
430,89,108,132,138,108
430,392,97,145,135,97
430,203,116,164,166,116
430,30,80,118,110,80
430,542,107,147,155,107
430,204,128,166,180,128
430,222,85,109,109,85
430,325,100,152,156,100
430,269,95,115,115,95
430,228,80,126,122,80
430,271,94,116,116,94
430,63,62,92,102,62
430,333,74,114,110,74
430,21,104,140,136,104
430,171,107,153,153,107
430,560,80,106,102,80
430,108,94,120,118,94
430,523,125,165,161,125
430,443,89,113,125,89
430,496,76,126,126,76
430,231,95,121,123,95
430,99,78,98,104,78
430,418,87,127,123,87
430,517,103,149,151,103
430,290,84,116,116,84
430,424,80,106,114,80
430,494,77,109,107,77
430,272,84,118,126,84
430,303,90,132,126,90
430,178,94,136,136,94
430,534,105,149,145,105
430,307,98,148,150,98
430,247,77,105,105,77
430,90,72,110,112,72
430,23,80,122,124,80
430,200,98,112,126,98
430,571,86,132,136,86
430,485,85,117,113,85
430,591,109,155,159,109
430,92,95,109,119,95
430,17,97,141,149,97
430,16,118,158,160,118
430,242,69,111,115,69
430,541,94,148,146,94
430,37,96,116,136,96
430,461,97,125,123,97
430,412,92,110,116,92
430,10,79,107,99,79
430,434,73,123,115,73
430,357,92,108,110,92
430,299,77,123,117,77
430,512,96,112,108,96
430,503,85,143,137,85
430,597,138,178,178,138
430,68,87,115,127,87
430,573,93,133,139,93
430,185,101,139,149,101
430,427,78,106,94,78
430,47,71,107,99,71
430,277,88,114,114,88
430,585,88,112,124,88
430,274,83,119,109,83
430,85,97,109,119,97
430,499,104,118,124,104
430,148,97,127,129,97
430,191,102,146,144,102
430,559,67,123,103,67
430,371,68,90,100,68
430,117,102,138,142,102
430,139,102,134,134,102
430,366,100,118,124,100
430,563,92,124,136,92
430,278,85,129,135,85
430,187,102,146,150,102
430,532,154,202,210,154
430,173,106,148,148,106
430,465,109,155,157,109
430,580,81,117,113,81
430,198,100,144,144,100
430,72,78,120,120,78
430,158,83,93,111,83
430,189,109,139,141,109
430,20,97,105,113,97
430,94,93,111,117,93
430,196,106,136,142,106
430,8,183,231,231,183
430,522,89,109,111,89
430,33,91,125,129,91
430,551,110,160,160,110
430,484,100,134,154,100
430,378,67,93,95,67
430,593,94,120,112,94
430,268,86,122,120,86
430,413,87,113,119,87
430,52,92,128,126,92
430,539,91,135,141,91
430,380,75,103,111,75
430,535,84,128,128,84
430,320,57,99,95,57
430,583,104,148,154,104
430,498,76,118,114,76
430,36,89,125,131,89
430,95,74,114,116,74
430,179,77,107,105,77
430,285,102,146,136,102
430,596,112,150,146,112
430,409,86,104,108,86
430,250,101,117,115,101
430,183,96,144,148,96
430,326,112,156,142,112
430,346,76,102,110,76
430,400,77,101,101,77
430,543,90,132,118,90
430,104,80,114,110,80
430,48,77,99,101,77
430,32,89,115,121,89
430,511,87,111,113,87
430,209,116,166,164,116
430,197,77,131,123,77
430,491,96,108,120,96
430,312,104,156,148,104
430,49,85,107,105,85
430,181,85,133,125,85
430,497,87,117,127,87
430,600,97,143,123,97
430,592,86,122,120,86
430,457,73,93,89,73
430,527,124,180,176,124
430,575,119,169,167,119
430,71,114,122,142,114
430,224,119,163,171,119
430,18,101,127,141,101
430,194,106,148,144,106
430,552,91,125,133,91
430,472,113,143,149,113
430,233,72,120,108,72
430,504,146,188,198,146
430,408,91,111,115,91
430,45,115,149,153,115
430,294,107,163,163,107
430,87,77,123,117,77
430,235,83,119,115,83
430,27,82,116,122,82
430,192,97,109,113,97
430,349,138,194,200,138
430,246,88,124,128,88
430,134,59,99,99,59
430,502,93,107,121,93
430,407,82,108,118,82
430,97,73,119,113,73
430,296,232,284,276,232
430,557,109,161,163,109
430,218,113,143,145,113
430,500,109,141,149,109
430,88,107,131,137,107
430,199,130,180,176,130
430,501,114,154,158,114
430,411,78,110,112,78
430,283,107,145,149,107
430,221,75,107,107,75
430,288,92,116,130,92
430,121,92,128,130,92
430,521,100,124,128,100
430,273,100,128,134,100
430,147,84,130,126,84
430,382,100,146,144,100
430,73,93,133,127,93
293,25,216,234,238,216
293,438,218,234,246,218
293,252,201,211,217,201
293,24,227,237,247,227
293,267,191,221,225,191
293,315,223,237,243,223
293,350,214,230,230,214
293,15,185,217,217,185
293,348,230,232,238,230
293,67,191,219,223,191
293,415,223,233,239,223
293,442,226,242,248,226
293,167,230,234,244,230
293,395,215,231,247,215
293,365,198,228,230,198
293,317,212,234,230,212
293,302,209,231,241,209
293,149,214,232,236,214
293,377,203,225,227,203
293,253,200,218,230,200
293,537,220,232,244,220
293,81,217,227,231,217
293,266,196,222,232,196
293,279,210,238,240,210
293,558,192,230,232,192
293,105,217,231,225,217
293,300,209,235,235,209
293,176,211,235,241,211
293,406,224,226,228,224
293,109,204,234,228,204
293,230,211,229,231,211
293,554,210,230,228,210
293,401,236,242,242,236
293,43,233,239,251,233
293,388,194,222,230,194
293,489,181,223,229,181
293,184,236,236,244,238
293,347,218,234,244,218
293,301,218,240,238,218
293,536,223,233,243,223
293,589,202,226,218,202
293,564,197,223,227,197
293,107,217,241,239,217
293,289,206,234,224,206
293,509,218,236,250,218
293,292,205,227,235,205
293,513,228,238,236,228
293,526,195,243,249,195
293,428,200,218,220,200
293,295,151,257,265,151
293,545,201,229,229,201
293,116,185,225,221,185
293,291,191,237,237,191
293,490,205,219,233,205
293,448,207,231,233,207
293,84,198,226,236,198
293,1,212,234,240,212
293,245,221,235,237,221
293,594,229,251,261,229
293,519,226,232,238,226
293,112,215,243,243,215
293,101,218,240,238,218
293,316,213,239,237,213
293,381,196,218,218,196
293,538,212,236,240,212
293,313,195,239,241,195
293,31,216,228,240,216
293,215,217,243,247,217
293,531,211,217,237,211
293,44,219,241,251,219
293,452,193,213,215,193
293,524,192,232,230,192
293,123,170,216,218,170
293,304,203,231,227,203
293,520,219,229,239,219
293,241,189,219,229,189
293,270,197,227,225,197
293,180,183,219,217,183
293,74,215,235,243,215
293,42,237,241,247,237
293,309,205,227,247,205
293,26,210,232,234,210
293,570,196,214,228,196
293,297,163,269,271,163
293,572,171,221,225,171
293,546,195,225,231,195
293,22,226,238,244,226
293,86,197,227,223,197
293,41,207,219,235,207
293,174,209,243,249,209
293,308,203,231,227,203
293,118,151,201,203,151
293,578,194,228,232,194
293,287,193,227,235,193
293,514,224,234,248,224
293,223,216,230,230,216
293,305,214,236,234,214
293,598,214,230,234,214
293,284,195,219,229,195
293,182,222,238,236,222
293,168,213,235,241,213
293,544,213,233,229,213
293,143,205,215,217,205
293,113,185,239,239,185
293,533,206,236,238,206
293,14,193,221,229,193
293,540,202,234,236,202
293,286,203,229,235,203
293,93,177,225,219,177
293,276,207,221,225,207
293,126,200,216,208,200
293,243,206,224,212,206
293,102,231,241,243,231
293,459,224,238,244,224
293,547,214,236,244,214
293,414,217,225,233,217
293,177,237,237,239,245
293,62,194,228,228,194
293,227,217,235,239,217
293,226,217,239,235,217
293,444,213,237,231,213
293,282,195,227,229,195
293,553,200,236,232,200
293,574,219,233,245,219
293,306,200,230,238,200
293,516,211,221,229,211
293,193,201,225,227,201
293,492,208,230,236,208
293,495,198,226,234,198
293,195,216,240,242,216
293,530,220,226,238,220
293,327,204,232,234,204
293,595,225,231,243,225
293,390,210,226,230,210
293,146,213,243,243,213
293,103,213,243,253,213
293,46,224,242,238,224
293,355,205,237,241,205
293,493,204,230,236,204
293,234,215,227,229,215
293,430,201,209,221,201
293,293,0,0,174,0
293,98,214,214,234,218
293,404,196,218,220,196
293,91,217,227,229,217
293,439,228,244,250,228
293,13,196,218,228,196
293,310,205,227,241,205
293,599,211,233,235,211
293,275,182,206,216,182
293,379,197,215,219,197
293,169,225,239,239,225
293,569,212,228,240,212
293,89,235,241,245,235
293,392,182,230,238,182
293,203,209,237,243,209
293,30,205,229,229,205
293,542,242,248,246,242
293,204,207,237,247,207
293,222,204,222,224,204
293,325,207,247,239,207
293,269,220,234,234,220
293,228,225,233,243,225
293,271,209,219,235,209
293,63,187,209,219,187
293,333,195,215,227,195
293,21,219,241,243,219
293,171,234,244,250,234
293,560,215,223,227,215
293,108,223,239,235,223
293,523,238,248,256,238
293,443,206,230,234,206
293,496,205,223,233,205
293,231,214,226,232,214
293,99,213,223,221,213
293,418,194,210,234,194
293,517,208,222,234,208
293,290,203,223,227,203
293,424,203,223,219,203
293,494,190,220,224,190
293,272,201,217,223,201
293,303,213,231,235,213
293,178,215,233,241,215
293,534,238,252,250,238
293,307,195,237,245,195
293,247,184,216,214,184
293,90,199,217,221,199
293,23,211,223,231,211
293,200,207,225,233,207
293,571,209,217,229,209
293,485,204,212,226,204
293,591,194,228,240,194
293,92,226,236,234,226
293,17,226,240,248,226
293,16,219,225,235,219
293,242,196,222,228,196
293,541,181,199,211,181
293,37,205,223,237,205
293,461,214,232,240,214
293,412,199,227,229,199
293,10,188,214,220,188
293,434,180,226,226,180
293,357,201,227,229,201
293,299,192,226,234,192
293,512,217,225,231,217
293,503,200,228,232,200
293,597,235,249,259,235
293,68,214,230,236,214
293,573,194,212,236,194
293,185,230,232,244,230
293,427,193,217,217,193
293,47,194,210,218,194
293,277,199,219,229,199
293,585,199,233,233,199
293,274,196,220,228,196
293,85,208,232,230,208
293,499,211,223,237,211
293,148,210,236,234,210
293,191,205,225,237,205
293,559,208,222,226,208
293,371,193,219,219,193
293,117,215,235,239,215
293,139,219,241,241,219
293,366,203,229,231,203
293,563,191,223,229,191
293,278,214,222,240,214
293,187,225,231,245,225
293,532,191,217,239,191
293,173,217,233,243,217
293,465,204,242,248,204
293,580,216,234,236,216
293,198,173,217,213,173
293,72,185,227,221,185
293,158,200,214,218,200
293,189,226,238,252,226
293,20,208,220,234,208
293,94,202,226,232,202
293,196,197,233,235,197
293,8,186,214,236,186
293,522,220,238,236,220
293,33,212,226,236,212
293,551,203,243,239,203
293,484,165,211,215,165
293,378,192,216,216,192
293,593,187,225,221,187
293,268,217,233,231,217
293,413,208,228,244,208
293,52,205,227,237,205
293,539,224,232,254,224
293,380,194,224,220,194
293,535,201,229,235,201
293,320,184,214,214,184
293,583,213,231,239,213
293,498,191,217,225,191
293,36,218,232,238,218
293,95,199,219,229,199
293,179,178,218,212,178
293,285,197,231,233,197
293,596,217,231,245,217
293,409,207,221,225,207
293,250,228,230,234,228
293,183,237,241,243,237
293,326,215,235,247,215
293,346,183,217,219,183
293,400,196,212,218,196
293,543,185,225,225,185
293,104,219,233,223,219
293,48,200,212,218,200
293,32,216,228,226,216
293,511,214,224,230,214
293,209,207,237,247,207
293,197,224,226,230,224
293,491,191,219,225,191
293,312,213,227,227,213
293,49,208,216,232,208
293,181,214,238,238,214
293,497,202,226,230,202
293,600,210,228,226,210
293,592,225,237,237,225
293,457,180,202,204,180
293,527,207,237,245,207
293,575,226,246,254,226
293,71,231,235,241,231
293,224,222,236,242,222
293,18,234,236,252,234
293,194,225,249,241,225
293,552,224,226,240,224
293,472,212,236,242,212
293,233,201,227,225,201
293,504,227,241,249,227
